,text,Label,Transcript,Canonical,Error
926,IF YOU DESTROY CONFIDENCE IN BANKS  YOU DO SOMETHING TO THE ECONOMY  HE SAID ,TRAIN/DR3/MTKP0/SI454.wav,IH F Y UW D IH S T R OY K AA N F AH D EH N S IH N B AE NG K S Y UW D UW S AH M TH IH NG T UW DH AH IH K AA N AH M IY HH IY S EH D,IH F Y UW D IH S T R OY K AA N F AH D EH N S IH N B AE NG K S Y UW D UW S AH M TH IH NG T UW DH AH IH K AA N AH M IY HH IY S EH D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
927,THE NEWS AGENCY HIRED A GREAT JOURNALIST ,TRAIN/DR3/MTKP0/SX213.wav,DH AH N UW Z EY JH AH N S IY HH AY ER D AH G R EY T JH ER N AH L AH S T,DH AH N UW Z EY JH AH N S IY HH AY ER D AH G R EY T JH ER N AH L AH S T,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
928,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT ,TRAIN/DR3/MTKP0/SA2.wav,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
929,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR ,TRAIN/DR3/MTKP0/SA1.wav,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
930,SUCH AN ANIMAL WAS SAID TO BE MEALYNOSED ,TRAIN/DR3/MTKP0/SI1023.wav,S AH CH AE N AE N AH M AH L W AA Z S EH D T UW B IY M IY L IY N OW Z D,S AH CH AE N AE N AH M AH L W AA Z S EH D T UW B IY M IY L IY N OW Z D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
931,IN NEWS ITEMS A MAN IS LESS OFTEN SHOT IN THE BODY OR HEAD THAN IN THE SUBURBS ,TRAIN/DR3/MTKP0/SI2283.wav,IH N N UW Z AY T AH M Z AH M AE N IH Z L EH S AO F T AH N SH AA T IH N DH AH B AA D IY AO R HH EH D DH AE N IH N DH AH S AH B ER B Z,IH N N UW Z AY T AH M Z AH M AE N IH Z L EH S AO F T AH N SH AA T IH N DH AH B AA D IY AO R HH EH D DH AE N IH N DH AH S AH B ER B Z,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
932,SHE USES BOTH NAMES INTERCHANGEABLY ,TRAIN/DR3/MTKP0/SX393.wav,SH IY Y UW S AH Z B OW TH N EY M Z IH N T ER CH EY N JH AH B L IY,SH IY Y UW S AH Z B OW TH N EY M Z IH N T ER CH EY N JH AH B L IY,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
933,COCONUT CREAM PIE MAKES A NICE DESSERT ,TRAIN/DR3/MTKP0/SX33.wav,K OW K AH N AH T K R IY M P AY M EY K S AH N AY S D IH Z ER T,K OW K AH N AH T K R IY M P AY M EY K S AH N AY S D IH Z ER T,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
934,A SCREWDRIVER IS MADE FROM VODKA AND ORANGE JUICE ,TRAIN/DR3/MTKP0/SX123.wav,AH S K R UW D R AY V ER IH Z M EY D F R AH M V AA D K AH AH N D AO R IH N JH JH UW S,AH S K R UW D R AY V ER IH Z M EY D F R AH M V AA D K AH AH N D AO R IH N JH JH UW S,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
935,REGULAR ATTENDANCE IS SELDOM REQUIRED ,TRAIN/DR3/MJRH1/SX64.wav,R EH G Y AH L ER AH T EH N D AH N S IH Z S EH L D AH M R IY K W AY ER D,R EH G Y AH L ER AH T EH N D AH N S IH Z S EH L D AH M R IY K W AY ER D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
936,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT ,TRAIN/DR3/MJRH1/SA2.wav,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
937,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR ,TRAIN/DR3/MJRH1/SA1.wav,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
938,THERE WAS NO HINT OF A VIOLENT STRUGGLE NOW ,TRAIN/DR3/MJRH1/SI1774.wav,DH EH R W AA Z N OW HH IH N T AH V AH V AY AH L AH N T S T R AH G AH L N AW,DH EH R W AA Z N OW HH IH N T AH V AH V AY AH L AH N T S T R AH G AH L N AW,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
939,HE REACHED OUT AND FELT THE BATH TOWEL HANGING ON THE TOWEL RACK OVER THE TUB ,TRAIN/DR3/MJRH1/SI1558.wav,HH IY R IY CH T AW T AH N D F EH L T DH AH B AE TH T AW AH L HH AE NG IH NG AA N DH AH T AW AH L R AE K OW V ER DH AH T AH B,HH IY R IY CH T AW T AH N D F EH L T DH AH B AE TH T AW AH L HH AE NG IH NG AA N DH AH T AW AH L R AE K OW V ER DH AH T AH B,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
940,TOP ZINNIAS RARELY HAVE CROOKED STEMS ,TRAIN/DR3/MJRH1/SX424.wav,T AA P Z IH N IY AH Z R EH R L IY HH AE V K R UH K AH D S T EH M Z,T AA P Z IH N IY AH Z R EH R L IY HH AE V K R UH K AH D S T EH M Z,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
941,ORANGE JUICE TASTES FUNNY AFTER TOOTHPASTE ,TRAIN/DR3/MJRH1/SX154.wav,AO R IH N JH JH UW S T EY S T S F AH N IY AE F T ER T UW TH P EY S T,AO R IH N JH JH UW S T EY S T S F AH N IY AE F T ER T UW TH P EY S T,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
942,HERB'S BIRTHDAY OCCURS FREQUENTLY ON THANKSGIVING ,TRAIN/DR3/MJRH1/SX244.wav,ER B Z B ER TH D EY AH K ER Z F R IY K W AH N T L IY AA N TH AE NG K S G IH V IH NG,ER B Z B ER TH D EY AH K ER Z F R IY K W AH N T L IY AA N TH AE NG K S G IH V IH NG,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
943,OFTEN YOU'LL GET BACK MORE THAN YOU PUT IN ,TRAIN/DR3/MJRH1/SX334.wav,AO F T AH N Y UW L G EH T B AE K M AO R DH AE N Y UW P UH T IH N,AO F T AH N Y UW L G EH T B AE K M AO R DH AE N Y UW P UH T IH N,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
944,YOU'RE AFRAID TO TALK TO A GUY YOU IDOLIZE ,TRAIN/DR3/MJRH1/SI514.wav,Y UH R AH F R EY D T UW T AO K T UW AH G AY Y UW AY D AH L AY Z,Y UH R AH F R EY D T UW T AO K T UW AH G AY Y UW AY D AH L AY Z,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
945,BOB FOUND MORE CLAMS AT THE OCEAN'S EDGE ,TRAIN/DR3/MDLC0/SX315.wav,B AA B F AW N D M AO R K L AE M Z AE T DH AH OW SH AH N Z EH JH,B AA B F AW N D M AO R K L AE M Z AE T DH AH OW SH AH N Z EH JH,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
946,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT ,TRAIN/DR3/MDLC0/SA2.wav,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
947,OF COURSE YOU CAN HAVE ANOTHER TUNAFISH SANDWICH ,TRAIN/DR3/MDLC0/SX405.wav,AH V K AO R S Y UW K AE N HH AE V AH N AH DH ER T UW N AH F IH SH S AE N D W IH CH,AH V K AO R S Y UW K AE N HH AE V AH N AH DH ER T UW N AH F IH SH S AE N D W IH CH,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
948,THE ELEMENTARY SCHOOL CHILD GROWS GRADUALLY IN HIS ABILITY TO WORK IN GROUPS ,TRAIN/DR3/MDLC0/SI1395.wav,DH AH EH L AH M EH N T R IY S K UW L CH AY L D G R OW Z G R AE JH UW AH L IY IH N HH IH Z AH B IH L AH T IY T UW W ER K IH N G R UW P S,DH AH EH L AH M EH N T R IY S K UW L CH AY L D G R OW Z G R AE JH UW AH L IY IH N HH IH Z AH B IH L AH T IY T UW W ER K IH N G R UW P S,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
949,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR ,TRAIN/DR3/MDLC0/SA1.wav,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
950,KEEP THE THERMOMETER UNDER YOUR TONGUE ,TRAIN/DR3/MDLC0/SX225.wav,K IY P DH AH TH ER M AA M AH T ER AH N D ER Y AO R T AH NG,K IY P DH AH TH ER M AA M AH T ER AH N D ER Y AO R T AH NG,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
951,TURN SHAKER UPSIDE DOWN ,TRAIN/DR3/MDLC0/SI765.wav,T ER N SH EY K ER AH P S AY D D AW N,T ER N SH EY K ER AH P S AY D D AW N,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
952,ADDITION AND SUBTRACTION ARE LEARNED SKILLS ,TRAIN/DR3/MDLC0/SX45.wav,AH D IH SH AH N AH N D S AH B T R AE K SH AH N AA R L ER N D S K IH L Z,AH D IH SH AH N AH N D S AH B T R AE K SH AH N AA R L ER N D S K IH L Z,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
953,TECHNICAL WRITERS CAN ABBREVIATE IN BIBLIOGRAPHIES ,TRAIN/DR3/MDLC0/SX135.wav,T EH K N IH K AH L R AY T ER Z K AE N AH B R IY V IY EY T IH N B IH B L IY AA G R AH F IY Z,T EH K N IH K AH L R AY T ER Z K AE N AH B R IY V IY EY T IH N B IH B L IY AA G R AH F IY Z,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
954,HE DIDN'T TELL HER THE TRUTH HE NOW FREELY ADMITTED TO HIMSELF ,TRAIN/DR3/MDLC0/SI2025.wav,HH IY D IH D AH N T T EH L HH ER DH AH T R UW TH HH IY N AW F R IY L IY AH D M IH T IH D T UW HH IH M S EH L F,HH IY D IH D AH N T T EH L HH ER DH AH T R UW TH HH IY N AW F R IY L IY AH D M IH T IH D T UW HH IH M S EH L F,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
955,HIS SUDDEN DEPARTURE SHOCKED THE CAST ,TRAIN/DR3/MBEF0/SX111.wav,HH IH Z S AH D AH N D IH P AA R CH ER SH AA K T DH AH K AE S T,HH IH Z S AH D AH N D IH P AA R CH ER SH AA K T DH AH K AE S T,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
956,TEN YEARS AGO THEY BLEW UP SOME OF OUR DITCHES ,TRAIN/DR3/MBEF0/SI1911.wav,T EH N Y IH R Z AH G OW DH EY B L UW AH P S AH M AH V AW ER D IH CH AH Z,T EH N Y IH R Z AH G OW DH EY B L UW AH P S AH M AH V AW ER D IH CH AH Z,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
957,FAR MORE FREQUENTLY  OVEREATING IS A RESULT OF A PSYCHOLOGICAL COMPULSION ,TRAIN/DR3/MBEF0/SI651.wav,F AA R M AO R F R IY K W AH N T L IY OW V ER IY T IH NG IH Z AH R IH Z AH L T AH V AH S AY K AH L AA JH IH K AH L K AH M P AH L SH AH N,F AA R M AO R F R IY K W AH N T L IY OW V ER IY T IH NG IH Z AH R IH Z AH L T AH V AH S AY K AH L AA JH IH K AH L K AH M P AH L SH AH N,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
958,THE SAME SHELTER COULD BE BUILT INTO AN EMBANKMENT OR BELOW GROUND LEVEL ,TRAIN/DR3/MBEF0/SI1281.wav,DH AH S EY M SH EH L T ER K UH D B IY B IH L T IH N T UW AE N EH M B AE NG K M AH N T AO R B IH L OW G R AW N D L EH V AH L,DH AH S EY M SH EH L T ER K UH D B IY B IH L T IH N T UW AE N EH M B AE NG K M AH N T AO R B IH L OW G R AW N D L EH V AH L,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
959,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT ,TRAIN/DR3/MBEF0/SA2.wav,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
960,APPROACH YOUR INTERVIEW WITH STATUESQUE COMPOSURE ,TRAIN/DR3/MBEF0/SX201.wav,AH P R OW CH Y AO R IH N T ER V Y UW W IH DH S T AE CH UW EH S K K AH M P OW ZH ER,AH P R OW CH Y AO R IH N T ER V Y UW W IH DH S T AE CH UW EH S K K AH M P OW ZH ER,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
961,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR ,TRAIN/DR3/MBEF0/SA1.wav,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
962,WE WELCOME MANY NEW STUDENTS EACH YEAR ,TRAIN/DR3/MBEF0/SX381.wav,W IY W EH L K AH M M EH N IY N UW S T UW D AH N T S IY CH Y IH R,W IY W EH L K AH M M EH N IY N UW S T UW D AH N T S IY CH Y IH R,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
963,THE AVALANCHE TRIGGERED A MINOR EARTHQUAKE ,TRAIN/DR3/MBEF0/SX291.wav,DH AH AE V AH L AE N CH T R IH G ER D AH M AY N ER ER TH K W EY K,DH AH AE V AH L AE N CH T R IH G ER D AH M AY N ER ER TH K W EY K,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
964,ALFALFA IS HEALTHY FOR YOU ,TRAIN/DR3/MBEF0/SX21.wav,AE L F AE L F AH IH Z HH EH L TH IY F AO R Y UW,AE L F AE L F AH IH Z HH EH L TH IY F AO R Y UW,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
965,DRAW EVERY OUTER LINE FIRST  THEN FILL IN THE INTERIOR ,TRAIN/DR3/MRDS0/SX267.wav,D R AO EH V ER IY AW T ER L AY N F ER S T DH EH N F IH L IH N DH AH IH N T IH R IY ER,D R AO EH V ER IY AW T ER L AY N F ER S T DH EH N F IH L IH N DH AH IH N T IH R IY ER,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
966,IT IS ONE OF THE RARE PUBLIC VENTURES HERE ON WHICH NEARLY EVERYONE IS AGREED ,TRAIN/DR3/MRDS0/SI537.wav,IH T IH Z W AH N AH V DH AH R EH R P AH B L IH K V EH N CH ER Z HH IY R AA N W IH CH N IH R L IY EH V R IY W AH N IH Z AH G R IY D,IH T IH Z W AH N AH V DH AH R EH R P AH B L IH K V EH N CH ER Z HH IY R AA N W IH CH N IH R L IY EH V R IY W AH N IH Z AH G R IY D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
967,C'MON  HE WHISPERED  FOUR LEVELS ABOUT THREE FEET DOWN  SO DON'T FALL ,TRAIN/DR3/MRDS0/SI1797.wav,K AH M AA N HH IY W IH S P ER D F AO R L EH V AH L Z AH B AW T TH R IY F IY T D AW N S OW D OW N T F AO L,K AH M AA N HH IY W IH S P ER D F AO R L EH V AH L Z AH B AW T TH R IY F IY T D AW N S OW D OW N T F AO L,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
968,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT ,TRAIN/DR3/MRDS0/SA2.wav,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
969,DOES CREOLE COOKING USE CURRY ,TRAIN/DR3/MRDS0/SX177.wav,D AH Z K R IY OW L K UH K IH NG Y UW S K AH R IY,D AH Z K R IY OW L K UH K IH NG Y UW S K AH R IY,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
970,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR ,TRAIN/DR3/MRDS0/SA1.wav,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
971,PRIMITIVE TRIBES HAVE AN UPBEAT ATTITUDE ,TRAIN/DR3/MRDS0/SX87.wav,P R IH M AH T IH V T R AY B Z HH AE V AE N AH P B IY T AE T AH T UW D,P R IH M AH T IH V T R AY B Z HH AE V AE N AH P B IY T AE T AH T UW D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
972,WE HAVE NOTHING TO HIDE UNDER A BUSHEL ,TRAIN/DR3/MRDS0/SI1167.wav,W IY HH AE V N AH TH IH NG T UW HH AY D AH N D ER AH B UH SH AH L,W IY HH AE V N AH TH IH NG T UW HH AY D AH N D ER AH B UH SH AH L,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
973,THE MOISTURE IN MY EYES IS FROM EYEDROPS  NOT FROM TEARS ,TRAIN/DR3/MRDS0/SX357.wav,DH AH M OY S CH ER IH N M AY AY Z IH Z F R AH M AY D R AA P S N AA T F R AH M T EH R Z,DH AH M OY S CH ER IH N M AY AY Z IH Z F R AH M AY D R AA P S N AA T F R AH M T EH R Z,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
974,FIRST ADD MILK TO THE SHREDDED CHEESE ,TRAIN/DR3/MRDS0/SX447.wav,F ER S T AE D M IH L K T UW DH AH SH R EH D IH D CH IY Z,F ER S T AE D M IH L K T UW DH AH SH R EH D IH D CH IY Z,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
975,JUST WHAT IS MEANT BY SPIRIT AND BY MATTER ,TRAIN/DR3/MGAF0/SI652.wav,JH AH S T W AH T IH Z M EH N T B AY S P IH R AH T AH N D B AY M AE T ER,JH AH S T W AH T IH Z M EH N T B AY S P IH R AH T AH N D B AY M AE T ER,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
976,TUGBOATS ARE CAPABLE OF HAULING HUGE LOADS ,TRAIN/DR3/MGAF0/SX112.wav,T AH G B OW T S AA R K EY P AH B AH L AH V HH AO L IH NG HH Y UW JH L OW D Z,T AH G B OW T S AA R K EY P AH B AH L AH V HH AO L IH NG HH Y UW JH L OW D Z,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
977,IT COST US A HUNDRED THOUSAND DOLLARS AND THIRTY DAYS LOST TIME TO FIX THEM ,TRAIN/DR3/MGAF0/SI1912.wav,IH T K AA S T AH S AH HH AH N D R AH D TH AW Z AH N D D AA L ER Z AH N D TH ER D IY D EY Z L AO S T T AY M T UW F IH K S DH EH M,IH T K AA S T AH S AH HH AH N D R AH D TH AW Z AH N D D AA L ER Z AH N D TH ER D IY D EY Z L AO S T T AY M T UW F IH K S DH EH M,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
